cluster.index,componentindex,merge
23980,454,X405.2_5.1
7865,-1,X405.6_3.2
16654,840,X405.7_4.1
5628,-1,X406_1.4
8964,-1,X406_2.8
29747,-1,X406_5.5
17324,-1,X406.1_3.2
14348,-1,X406.2_5
736,-1,X406.2_5.2
29793,-1,X406.4_6.5
22569,918,X406.7_1.9
20751,918,X406.9_2.1
23977,-1,X407_5.9
8931,-1,X407.1_3.1
2801,-1,X407.1_4.3
19340,-1,X407.4_3.9
14308,-1,X408.2_4
9707,-1,X409_2.6
10344,-1,X409_6
3913,1715,X409.1_3.6
11458,959,X409.2_4.9
10319,-1,X409.2_5.8
7927,-1,X409.2_7.9
7920,-1,X409.2_8.6
11877,2267,X409.3_5.1
4990,-1,X409.3_7.1
20422,-1,X409.6_5.5
12888,-1,X409.9_4.9
11878,154,X410_4.3
17377,2267,X410.1_5.1
24677,-1,X410.2_3.7
13730,-1,X410.2_5.6
25093,487,X410.8_2.1
13440,-1,X411.1_2.9
5431,782,X411.2_5.9
5425,884,X411.3_6.2
4014,-1,X411.9_3
19250,-1,X411.9_3.3
12178,1116,X412_4.9
19292,-1,X412.1_3.2
15757,1116,X412.1_4.5
6480,-1,X412.1_5.7
25068,487,X412.5_2.1
6361,59,X413_6
3894,-1,X413.1_3.1
7922,1408,X413.1_6.5
3946,-1,X413.2_4.7
3963,-1,X413.2_5.1
11563,-1,X413.2_5.8
3601,1011,X413.2_6.8
17429,1435,X413.2_8.1
6389,1558,X413.3_5.4
11550,-1,X413.3_6.1
29378,1856,X413.8_4
16192,-1,X413.9_4.6
16181,1856,X414_4.3
16205,1396,X414.1_3
7901,963,X414.2_4
21897,1047,X414.2_4.8
16142,-1,X414.4_6.1
8706,-1,X414.9_3
6446,-1,X414.9_4.6
10532,-1,X415_2.6
3048,446,X415.1_3.8
13184,963,X415.1_4.1
4905,-1,X415.1_7.1
6442,-1,X415.2_4.9
3522,1082,X415.2_5.9
9866,60,X415.2_7.9
9989,2166,X415.7_7.1
6319,1848,X415.9_5.5
22181,-1,X416_1
3047,446,X416_3.6
22230,-1,X416.1_4
9447,1047,X416.1_4.9
8131,-1,X416.1_6
22562,180,X416.7_5.9
3237,381,X417_3.9
5430,-1,X417.1_2.1
3231,1047,X417.1_4.9
3223,-1,X417.1_6.4
16685,-1,X417.1_7.6
3430,1054,X417.2_4.4
20020,-1,X417.2_5.1
16732,-1,X417.5_2.6
5409,362,X417.5_3.6
22521,194,X417.9_2
21119,1173,X418_3
21135,-1,X418.2_7
7952,1054,X418.3_4.7
17599,-1,X418.7_2.1
4359,194,X419_2.2
2716,-1,X419.1_4.9
4298,-1,X419.1_5.1
10643,-1,X420.1_2.8
6338,797,X420.1_3.2
28261,-1,X420.2_2.4
851,-1,X420.2_5.3
28367,797,X420.4_3.2
21558,592,X420.6_7
7673,-1,X420.9_2.8
9372,919,X421_3.4
13427,-1,X421.2_6.6
17848,-1,X421.2_7.2
7521,919,X422_3.2
5702,-1,X422.1_4.1
29632,-1,X422.2_2.6
23543,-1,X422.2_8.1
20775,-1,X422.3_7
6005,1205,X423_2
16232,1205,X423_2.1
6052,2138,X423.1_3
5952,-1,X423.1_3.5
7407,1017,X423.1_3.8
1478,-1,X423.1_3.9
7335,248,X423.2_7.1
20873,1205,X423.7_2.1
21154,-1,X423.9_1.9
1750,-1,X424_2.9
13490,-1,X424.1_5.9
11567,2327,X425_2.3
20787,-1,X425_3.9
8028,208,X425.1_2.7
22264,1128,X425.2_4.5
21397,-1,X425.2_5.7
7915,-1,X425.2_7.3
7950,-1,X425.3_6.6
20479,501,X426_4.8
9530,-1,X426.2_7.9
9851,-1,X426.4_5.9
23066,811,X427.1_3.1
8774,412,X427.2_4.2
912,412,X427.2_4.4
7502,1211,X427.2_5.3
26477,-1,X427.2_6.6
5084,-1,X427.2_8.1
2708,660,X427.2_8.4
10318,-1,X428_3.2
30438,1603,X428_4.3
9434,2,X428.1_7.9
6643,-1,X428.2_6
17594,-1,X428.9_1.6
15370,-1,X429_3.4
11492,-1,X429.1_5.4
20945,-1,X429.2_4.2
15558,-1,X429.2_4.6
7830,-1,X429.2_4.9
3538,323,X429.2_5.1
17399,-1,X429.2_5.8
19447,2,X429.2_8.1
2926,136,X429.2_8.4
17107,1439,X429.5_3.5
24654,-1,X429.9_4.2
7890,-1,X430_3.1
7804,-1,X430_4
14218,1011,X430_5.1
7511,167,X430.1_2.6
6436,-1,X430.2_5.5
9331,1803,X430.2_6.4
20655,-1,X430.3_4.8
2732,-1,X430.8_2.7
17178,855,X431.1_5
3360,-1,X431.1_6.4
5596,167,X431.2_2.8
5535,-1,X431.2_4.1
4802,984,X431.2_4.7
703,205,X431.2_6.7
744,205,X431.2_7
8017,868,X431.3_5.9
729,205,X431.4_6.2
20537,205,X431.7_6.7
14524,-1,X432.1_3.2
15009,984,X432.2_4.6
9959,766,X432.9_2.4
24655,766,X432.9_2.6
14983,1569,X432.9_2.8
20546,766,X433_2.2
14943,-1,X433_3.1
17825,198,X433.1_4.3
9858,-1,X433.2_6.5
11655,205,X433.3_7
6465,205,X433.3_7.4
12042,407,X433.9_2.7
20964,766,X434_2.2
20972,766,X434_2.4
19446,205,X434_6.5
20961,397,X434.1_3.6
5890,205,X434.1_6.9
6275,-1,X434.2_5.4
6310,-1,X434.9_2.1
6278,1020,X434.9_2.3
5871,397,X435_3.4
11821,-1,X435.1_4.6
6269,-1,X435.1_5.3
5772,2362,X435.1_6.6
6303,2362,X435.1_6.9
18565,-1,X435.2_7.4
9419,-1,X435.9_5.1
23274,1020,X436_2.3
16317,-1,X436_4.1
26451,-1,X436_6.5
14322,-1,X436.1_4.3
14175,793,X436.1_5.8
30344,-1,X436.6_5.8
4772,216,X436.8_4.2
20578,-1,X437.2_6.8
9963,-1,X437.2_7
24721,-1,X437.3_7.1
12088,-1,X437.6_2.5
14011,47,X437.7_3.5
12084,1447,X437.9_2.7
23282,-1,X438_0.8
9338,2134,X438.2_6.1
7935,-1,X438.3_4.1
23844,-1,X438.3_5.9
17442,-1,X439.1_5.7
17913,1057,X439.2_5.4
9859,142,X440_1.1
17788,72,X440_5.5
12048,2081,X440.2_3.2
17770,516,X440.3_5.1
13548,1081,X440.4_4.3
3371,1486,X440.4_8
9334,14,X440.5_8.3
3023,311,X441_2.7
21966,432,X441.1_3.2
29365,86,X441.1_3.7
17754,659,X441.1_6
21032,283,X441.1_8.8
7573,-1,X441.2_4.5
23761,-1,X441.2_5.1
7541,1057,X441.2_5.4
17727,634,X441.2_5.7
7508,516,X441.2_5.8
28299,167,X441.2_6.5
2769,-1,X441.2_6.9
17713,-1,X441.2_7.5
8818,1486,X441.2_8
15831,14,X441.2_8.4
26411,-1,X441.9_1.2
24425,-1,X442_2.1
22215,-1,X442_3.1
21407,1729,X442.2_8
11147,-1,X442.2_8.4
5149,-1,X442.3_5.9
6396,-1,X443.1_3.5
2738,205,X443.2_4.5
1260,292,X443.2_6
13571,8,X443.2_7.2
2736,141,X443.3_8.4
13718,-1,X444.1_3.8
6761,758,X444.1_4.2
29703,212,X444.3_8.4
23746,927,X444.4_8.1
8558,-1,X445.1_2.5
22915,1832,X445.1_3.9
5917,-1,X445.2_3.3
20455,-1,X445.2_3.5
20638,205,X445.2_4.4
24433,205,X445.2_5.8
21471,927,X445.3_8.1
22517,1190,X446.1_5
30412,-1,X446.2_2.1
9449,1016,X446.2_8.1
18642,-1,X446.7_2.1
13471,-1,X447.2_4.5
8721,-1,X447.2_5.7
11668,-1,X447.2_5.9
10988,-1,X447.2_8.1
6441,-1,X448.1_4.8
21721,776,X448.2_2.9
16665,108,X448.2_3.8
9896,-1,X448.2_6.9
15478,397,X449_3.8
5801,-1,X449.1_3.3
22225,205,X449.2_5.3
17592,-1,X449.2_7.6
15597,-1,X449.2_7.9
15690,-1,X449.2_8.1
6089,205,X449.3_4.7
2711,-1,X449.3_8.4
24258,-1,X449.8_3.4
21156,-1,X449.9_3
9415,371,X450_4.2
7737,-1,X450.1_4.5
1136,-1,X450.9_2.3
1120,179,X450.9_3.9
24825,-1,X451_0.9
3625,-1,X451.1_3.2
2899,-1,X451.1_3.5
16973,-1,X451.1_4.9
19355,-1,X451.3_5.3
3015,-1,X451.3_7.1
10669,-1,X451.3_8.1
3840,-1,X451.3_8.4
3096,-1,X451.4_7.6
4428,579,X451.5_3.1
15800,29,X451.8_2.3
9623,2109,X452.6_3.3
1714,-1,X453.1_3.3
2754,-1,X453.1_3.8
6308,-1,X453.2_5.8
7482,72,X453.3_5.6
5691,615,X453.3_7.2
5751,-1,X453.3_7.4
5950,-1,X453.3_8.1
27584,395,X453.9_0.9
15894,-1,X454_2.6
6318,-1,X454.1_5.6
20164,-1,X454.1_7.1
12158,-1,X454.3_4.7
5687,-1,X455.2_4.1
21857,-1,X455.2_6.3
6077,868,X455.2_6.7
13637,-1,X455.3_6.1
4766,154,X455.8_3.3
19179,101,X455.9_1
8695,-1,X456.2_5
23320,101,X456.6_1
23365,-1,X457_3.1
6475,-1,X457.1_6.5
4718,88,X457.2_4.3
20732,88,X457.2_4.7
13612,-1,X457.2_5.9
20644,-1,X457.2_7.6
6456,-1,X457.3_7
20573,25,X457.3_8.4
25343,-1,X457.9_3.2
17710,-1,X457.9_8.4
20472,88,X458.2_4.4
18206,88,X458.2_4.7
20430,604,X458.5_4
8761,-1,X459.1_3
12708,-1,X459.1_3.4
2785,1173,X459.1_8
21336,2246,X459.2_5.4
20980,-1,X459.2_5.9
6533,868,X459.3_6.4
16935,-1,X460_3.3
2773,205,X461.1_3.1
2833,-1,X461.1_3.3
9077,-1,X461.1_5.1
2879,-1,X461.2_3.8
20539,-1,X461.2_4
2733,205,X461.2_4.2
11765,-1,X461.2_4.3
5546,-1,X461.2_7.6
30390,4,X461.2_8.1
2836,753,X461.3_6.8
30128,1435,X461.7_8
10912,1889,X462.2_4.8
10905,-1,X462.3_4
29778,1435,X462.3_8
11714,1044,X462.4_6
21743,-1,X462.7_6.8
2922,205,X463.1_2.9
4233,205,X463.1_4.6
2757,205,X463.2_3.3
1394,205,X463.2_3.7
1217,-1,X463.2_3.9
6885,-1,X463.2_4.1
4241,-1,X463.2_6.1
14219,111,X463.2_6.6
924,-1,X463.2_6.9
12772,484,X464_5.7
15862,111,X464_6.5
12355,21,X464.1_3.5
12622,823,X464.2_4.4
19208,-1,X464.8_1.7
1190,-1,X465.2_2.6
998,-1,X465.2_4.8
2819,-1,X465.3_7
7954,-1,X465.3_8.1
3827,-1,X465.4_8.5
14769,99,X465.9_1.2
21765,99,X465.9_1.6
4306,-1,X466_2.6
4564,-1,X466.1_8.4
5052,205,X466.3_3.8
21034,829,X466.3_4
19207,-1,X466.4_8.1
24765,-1,X466.9_2.1
7359,-1,X467_4.4
3103,1360,X467.2_4.8
24617,205,X467.2_4.9
4882,1960,X467.2_7.6
4360,-1,X467.2_7.7
17711,-1,X467.3_7.4
31309,-1,X467.3_7.9
9940,-1,X467.3_8.3
24575,167,X467.8_7.1
7326,-1,X468.1_4.3
16846,-1,X468.1_5
22520,1098,X468.1_5.3
29701,1098,X468.1_5.5
6933,-1,X468.2_5.9
29870,-1,X468.2_6.1
16783,-1,X468.2_6.7
15897,-1,X468.4_7.4
10099,-1,X468.8_7.1
13489,648,X469_2.9
4705,108,X469.1_3.7
7211,498,X469.2_5.1
6906,498,X469.2_5.2
27783,167,X469.3_7.1
17003,1856,X469.3_8
14307,717,X470.1_6.3
14448,-1,X470.2_5.1
20470,-1,X470.2_5.4
14256,717,X470.2_6.5
20948,736,X470.9_2.1
6521,-1,X471.1_6.4
1110,102,X471.2_5.9
14136,-1,X471.6_3.9
19491,321,X471.9_0.9
20556,321,X471.9_1.1
20773,-1,X472.1_2.2
9322,1293,X472.2_5.5
16312,1293,X472.2_5.8
5070,2226,X472.2_6.7
19972,202,X472.4_5.1
31467,459,X472.4_6.8
5090,-1,X472.9_2.3
5286,-1,X473.1_2.8
5386,1241,X473.1_3
13588,88,X473.1_3.3
6477,102,X473.2_5.8
6459,-1,X473.2_6.1
22017,2226,X473.2_6.6
6438,-1,X473.2_7.1
964,855,X473.4_7.5
20754,-1,X473.9_2.3
10015,-1,X474_1
10428,1241,X474_3
11973,-1,X474_4.1
8045,-1,X474_4.4
11656,-1,X474.1_3.6
7949,855,X474.1_7.4
4981,353,X474.2_3.9
9321,337,X474.2_4.7
9328,-1,X474.2_5
3465,521,X475.1_3.4
11669,-1,X475.1_4.2
1363,-1,X475.1_4.4
6683,-1,X475.2_6.5
24599,-1,X475.2_6.6
6894,-1,X475.3_6.1
19461,-1,X475.3_7.3
16631,-1,X475.5_8
6374,-1,X476_5.5
20484,-1,X476.1_2.4
18708,108,X476.1_5.4
5191,-1,X476.2_3.4
9459,-1,X476.2_6.3
1726,-1,X477.1_3.4
5921,-1,X477.2_3.9
1346,-1,X477.3_6.6
7938,236,X477.3_7.6
5954,823,X478.1_4.9
9411,-1,X478.1_7
9654,-1,X478.2_4.2
1648,-1,X478.2_5.8
9662,-1,X478.3_6.5
28342,-1,X478.7_1.3
5050,1144,X479.1_2.9
5123,21,X479.1_4
2883,-1,X479.1_5.8
1211,199,X479.2_4.2
15872,1908,X479.2_7.8
20940,-1,X479.3_6.4
20937,1908,X479.3_7.6
5707,-1,X479.3_7.7
12120,-1,X480_2.3
7793,1159,X480.1_3.5
12063,-1,X480.1_6
21015,-1,X480.2_6.5
9341,422,X480.3_7.3
22062,136,X480.9_6.1
955,-1,X481_3.6
6398,-1,X481.1_3.1
2737,1213,X481.2_4.8
29936,-1,X481.9_8
867,950,X482.4_8
4900,-1,X483.1_2.7
5294,498,X483.2_5.7
3358,-1,X483.3_7.3
11512,956,X484.1_3
6755,-1,X484.2_6.7
21033,-1,X484.3_5.3
24788,-1,X484.4_3.2
10877,956,X485_2.9
7138,-1,X485.1_4.4
7032,498,X485.1_5
6924,-1,X485.1_6.1
7134,-1,X485.2_4.8
6661,498,X485.2_5.5
6922,-1,X485.2_6.9
10445,-1,X485.2_7.6
6666,-1,X485.2_7.8
21549,498,X485.6_5
8878,-1,X485.8_3.1
23308,-1,X486_4.2
21169,763,X486.1_4.7
13606,-1,X486.2_6.2
13607,-1,X486.4_5.6
17709,-1,X487.2_2.8
1034,-1,X487.2_5
7896,-1,X487.2_5.8
17745,-1,X487.2_6.4
20604,-1,X487.8_1.5
20798,-1,X487.9_0.7
20577,1051,X487.9_0.9
20565,1051,X487.9_1.2
9356,-1,X488_6.9
9365,763,X488.1_5
22117,-1,X488.1_6.5
763,-1,X488.2_3.4
29203,-1,X488.2_4.6
9318,-1,X488.2_4.7
13486,-1,X488.2_5.4
6392,-1,X488.2_5.7
29872,-1,X488.2_5.9
2772,-1,X488.3_4.4
15724,236,X488.4_7.9
21505,1051,X488.7_0.9
10402,152,X489.1_3.4
2777,-1,X489.2_4.9
22610,2020,X489.2_5.2
6483,-1,X489.2_5.5
13605,-1,X489.2_5.9
17718,627,X489.2_6.4
12081,-1,X489.2_7.2
24406,-1,X489.3_7.9
2728,-1,X489.5_8.4
21475,527,X489.8_2.3
7605,1293,X490.1_5.3
13130,-1,X490.1_8
29748,1413,X490.3_2
3577,398,X490.4_8.4
22626,1413,X490.8_2
15076,-1,X490.9_2.7
7606,-1,X490.9_3.4
6432,2422,X491.1_5.8
10202,-1,X491.1_6.3
758,-1,X491.2_4.8
8319,-1,X491.2_6
6435,2422,X491.2_7
8087,-1,X491.3_4.3
3072,11,X491.3_5.4
8178,-1,X491.4_6.4
8316,-1,X491.9_6.7
15743,-1,X492.1_5.2
8811,-1,X493.1_2.8
10857,-1,X493.2_3.5
7598,-1,X493.2_4.1
11533,10,X493.2_4.2
8807,587,X493.2_5.5
7585,-1,X493.2_5.9
809,-1,X493.3_5.1
7609,-1,X493.3_5.8
20544,-1,X493.7_2.8
20641,-1,X493.8_3.5
6839,-1,X494.1_5.6
20580,1051,X494.9_1.6
20582,1051,X494.9_1.8
20502,-1,X494.9_4.3
27802,486,X495_3
5197,263,X495.1_6.6
12053,-1,X495.2_3.5
3130,-1,X495.2_6.2
5508,353,X495.3_5.1
20808,896,X495.3_5.7
20983,228,X495.3_6
20958,-1,X495.4_8
20562,1051,X495.7_1.5
5175,1126,X495.9_3.7
5297,896,X496.2_5.6
12217,-1,X496.3_6.1
10495,1608,X496.4_6.8
23754,896,X496.5_5.7
30880,8,X496.5_6.7
10667,-1,X497.1_3.4
4270,-1,X497.1_4.3
4969,-1,X497.2_5.8
4190,-1,X497.2_7.2
3079,8,X497.3_6.7
4154,-1,X497.3_7.1
4071,615,X497.3_8.1
22249,-1,X497.9_7.9
6047,1159,X498.1_4.3
1398,1315,X498.8_2.1
4537,-1,X498.9_2.9
1798,-1,X499_2.3
8556,-1,X499.1_6.4
13640,-1,X499.2_5
6298,-1,X499.2_7
14520,2159,X499.3_4.6
5908,-1,X499.3_5.2
1792,-1,X499.3_6
1240,-1,X499.3_6.7
1677,-1,X499.4_1
6110,-1,X499.4_8.4
1758,-1,X499.9_2.4
12672,-1,X500_2.1
15087,56,X500.1_5.1
6793,56,X500.3_6
9469,-1,X500.4_7.7
5998,1116,X501_3.2
2714,946,X501.1_4.9
14092,165,X501.1_5.5
6834,459,X501.1_6.1
9051,946,X501.2_5
12238,459,X501.3_7.3
24491,-1,X501.5_7
739,-1,X502_6.1
23604,-1,X502.1_3.8
22476,274,X502.1_4.7
22145,527,X502.1_4.8
8748,855,X502.1_5
8752,-1,X502.1_7.4
20690,274,X502.2_4.3
8744,56,X502.2_5.8
22442,-1,X502.2_8.2
26290,2369,X502.3_7.2
6840,-1,X502.5_4.8
3366,165,X503.1_4.8
2805,-1,X503.8_5.4
21519,1051,X503.9_0.8
27894,1051,X503.9_1.3
20548,1051,X503.9_1.4
20545,1051,X503.9_1.6
22091,-1,X503.9_1.8
1292,-1,X503.9_6.1
8834,-1,X504.1_5.8
2838,505,X504.2_4.7
16809,2110,X504.3_2.4
16947,-1,X504.9_2.1
5619,-1,X505_3.8
11027,2047,X505.1_2.4
13613,-1,X505.1_3.5
10060,-1,X505.1_4
3745,-1,X505.1_4.8
1241,-1,X505.2_4.5
13608,-1,X505.2_5.2
3399,-1,X505.2_7.3
15004,11,X505.3_5.7
10715,1831,X506.3_3.5
19964,1394,X506.5_6.2
10900,-1,X506.8_0.9
17153,-1,X507_2.5
11808,1831,X507_3.3
13610,-1,X507.1_5
11994,131,X507.2_4.8
9875,731,X507.7_6.1
11348,839,X508.2_3.9
24576,2420,X508.5_4.3
22853,-1,X509_2.5
7667,1126,X509_3.9
27793,-1,X509.2_4.5
20457,-1,X509.2_5.2
13470,361,X509.3_4.9
2703,361,X510.1_4.9
16635,-1,X510.2_5.2
13901,88,X510.3_5.6
22565,8,X510.5_6.9
13488,997,X510.9_2.5
25001,-1,X511_3.8
13528,-1,X511.1_4.3
2727,349,X511.2_4
16313,-1,X511.2_6
13685,1151,X511.2_6.3
21746,8,X511.2_6.8
16636,-1,X511.3_8.1
25784,-1,X511.4_5.1
4751,1950,X511.4_7.4
2862,1151,X511.7_6.2
22954,-1,X512.1_5.3
22541,-1,X512.2_5.1
16627,-1,X512.3_6
15704,51,X512.8_5.5
5264,1889,X513_2.9
4967,-1,X513.1_5
6589,-1,X513.1_6.2
3699,1950,X513.1_7.3
7852,-1,X513.2_4.3
2985,-1,X513.2_5.2
6794,-1,X513.2_6
3509,51,X513.3_5.5
3392,88,X513.3_5.8
2944,8,X513.3_6.5
8842,954,X514.4_5.7
3588,1016,X514.9_2.3
3746,-1,X515.1_3.4
1546,126,X515.2_4.7
1113,88,X515.2_5
1312,-1,X515.2_5.2
6444,-1,X515.2_6.6
6447,-1,X515.2_7
5734,220,X515.5_4.1
11364,-1,X516_6.3
5227,-1,X516.1_4.8
1628,-1,X516.1_6
1471,-1,X516.2_5.4
3479,1016,X516.9_2.5
1439,54,X517.1_4.5
4972,-1,X517.1_6
5277,-1,X517.1_6.6
5749,-1,X517.3_5.8
9520,-1,X517.3_7.8
19312,-1,X518.1_2.8
12352,627,X518.1_6.8
24529,-1,X518.1_7.8
21164,-1,X518.2_4.8
17829,509,X518.3_5.6
13491,-1,X518.6_2.1
5212,-1,X519_2.8
9538,-1,X519.2_3.7
6634,1289,X519.2_5.8
10252,745,X519.4_6.1
16130,-1,X519.9_6.5
3364,-1,X520_4.4
8198,-1,X520.2_4
24689,975,X520.2_4.2
18280,1394,X520.2_5.1
15417,-1,X520.2_7.8
8069,10,X520.3_5.2
6565,-1,X520.3_5.9
13535,-1,X520.5_2.1
4778,505,X520.9_3.9
7668,-1,X521_2.8
3523,-1,X521_4.4
10883,975,X521.1_4.2
16202,-1,X521.1_5.1
5990,-1,X521.2_5.8
16190,-1,X521.2_6.3
4239,-1,X521.3_6.8
13698,-1,X522.2_5.9
6867,1392,X522.3_4.8
20444,-1,X522.4_6.5
10098,-1,X522.5_3.1
6564,-1,X523_6.7
21797,-1,X523.1_3.9
1081,-1,X523.1_7.1
2747,88,X523.2_4.9
21799,-1,X523.2_6.1
16833,-1,X523.9_2.5
12332,-1,X524.2_3.9
5240,-1,X524.2_5.3
17631,-1,X524.6_4.4
1447,-1,X524.9_2.3
5519,-1,X525.2_5.4
1352,-1,X525.6_2.2
3351,947,X526.4_4.1
19212,-1,X526.9_4.9
10804,-1,X527.1_6.7
14214,-1,X527.2_3.7
6783,-1,X527.2_6
8296,-1,X527.3_8.5
19851,349,X527.6_3.4
7970,-1,X528.1_6.3
8817,947,X528.2_3.8
942,-1,X528.8_2.3
9320,-1,X529_4.4
21550,-1,X529.1_4.2
810,-1,X529.1_5.3
21723,-1,X529.3_2.9
15833,-1,X529.3_5.6
2741,65,X529.4_5.2
5487,-1,X530.2_3.8
3344,-1,X530.2_4.1
19977,65,X530.2_4.7
13644,65,X530.2_5.2
11653,611,X530.3_5.6
9361,-1,X530.3_6.2
20725,-1,X530.3_6.9
27856,2002,X530.8_2.8
5505,-1,X530.8_4.9
6362,-1,X531.1_3.6
3425,835,X531.1_4
3350,65,X531.2_5.1
9329,65,X531.2_5.2
9879,199,X531.2_5.7
6519,-1,X531.3_7
3422,-1,X531.4_7.6
6332,238,X531.4_9.5
5485,835,X531.5_4
30031,-1,X531.9_8.5
30459,-1,X532.1_6.5
8386,-1,X532.2_4
9323,2519,X532.2_4.2
9340,649,X532.2_4.8
13930,65,X532.3_5.3
13951,-1,X532.4_3.4
10781,199,X532.6_5.4
6445,-1,X532.9_7
2835,899,X533.2_6.3
23677,248,X533.2_6.6
24359,-1,X533.4_7
6418,238,X533.4_8.8
17789,1289,X534_6.2
5700,-1,X534.1_5
5999,-1,X534.2_3.5
10780,-1,X534.2_4.2
8435,509,X534.2_4.6
9508,-1,X534.2_5.3
5603,-1,X534.2_5.8
9575,-1,X534.2_8.1
5738,509,X534.6_4.6
13735,131,X534.6_6.4
710,-1,X534.9_2.3
29682,414,X535.1_2.8
15042,414,X535.1_2.9
6049,580,X535.1_4.4
3400,-1,X535.1_4.7
3586,-1,X535.2_5.1
3663,1378,X535.2_5.8
3633,1289,X535.2_6.1
21044,-1,X535.2_6.5
3610,-1,X535.2_6.6
29670,414,X535.3_2.7
6272,-1,X536_3
5694,-1,X536.1_5.8
6102,-1,X536.1_6.7
30043,-1,X536.2_4.6
980,-1,X536.2_4.7
6212,-1,X536.2_5.4
10687,-1,X536.9_2.9
4002,-1,X536.9_4.6
4387,675,X537_3.1
20806,-1,X537.2_3.1
8542,199,X537.2_5.1
8476,-1,X537.2_6.6
10697,131,X537.2_6.9
17619,-1,X537.3_8.4
20666,527,X538.2_4.2
21322,-1,X538.2_8.1
20653,1174,X538.3_5.1
8041,8,X538.4_7.3
17729,8,X538.5_7.4
12378,-1,X539_4.7
1408,758,X539.1_3.9
6552,-1,X539.1_6.6
2724,-1,X539.3_6.8
30053,8,X539.3_7.3
2998,-1,X540.1_6.2
24365,-1,X540.2_4.1
3014,-1,X540.2_4.2
18405,-1,X540.2_4.4
930,247,X540.3_5.5
26497,167,X540.4_7
10746,543,X541.1_4.5
3555,521,X541.3_4.8
9865,167,X541.3_6.8
18603,-1,X541.3_7.2
23924,1541,X541.3_8.4
5803,-1,X542.2_5.8
10943,376,X542.5_3.7
18592,100,X542.9_6.3
9324,-1,X543.1_5
15857,247,X543.2_6
21732,-1,X543.2_7.3
5047,-1,X544.1_6.2
11263,-1,X544.2_3.4
9905,-1,X544.6_1.1
24016,1419,X544.8_5.5
5126,-1,X544.9_2.7
15334,1851,X545.1_3.2
1252,144,X545.2_4.2
6821,600,X545.2_5
6830,542,X545.3_5.9
6856,-1,X545.4_6.3
11491,1851,X545.6_3.3
8070,542,X546_6
3501,-1,X546.1_3.8
24597,144,X546.1_4.1
3490,-1,X546.1_5.1
10400,-1,X546.3_4.4
8123,-1,X546.4_5.5
20526,542,X546.7_5.8
8223,1851,X547_3.3
8172,542,X547.3_6
3394,-1,X547.6_7.2
1630,-1,X548.1_4.8
3169,131,X548.1_6.5
17060,-1,X548.1_7.9
8394,2423,X548.2_3.7
6526,-1,X548.2_5.7
18661,2423,X548.3_3.5
16343,-1,X548.3_8.4
3273,2110,X548.4_2.5
12209,-1,X549.2_5
16360,-1,X549.2_7.5
12335,-1,X549.4_4.8
1324,-1,X550.1_2.7
1086,-1,X550.1_4.8
15651,-1,X550.1_6
2893,-1,X550.1_7
11184,210,X550.2_2.4
13239,349,X550.2_3.9
6551,-1,X550.2_5.4
29820,349,X550.3_4
3170,-1,X551.1_4.3
12864,131,X551.1_7
22244,-1,X551.2_6.2
919,-1,X552_2.9
23522,-1,X552_6.3
20572,-1,X553_2.2
19932,-1,X553_3
5321,-1,X553.1_5.8
4366,-1,X553.2_4
5987,-1,X553.2_4.5
6317,-1,X553.2_7.1
5601,8,X553.2_7.6
5602,1773,X553.3_5.1
